"order_number","order_date","delivery_date","quantity","customer_country","customer_state","product_category"
1822009,"2019-12-27","2019-12-30",7,"Canada","Quebec","Music, Movies and Audio Books"
1822013,"2019-12-27","2019-12-31",1,"United States","California","Cell phones"
1822017,"2019-12-27","2020-01-04",6,"United Kingdom","Bridgend","Cameras and camcorders"
1822017,"2019-12-27","2020-01-04",2,"United Kingdom","Bridgend","Games and Toys"
1822017,"2019-12-27","2020-01-04",1,"United Kingdom","Bridgend","TV and Video"
1822019,"2019-12-27","2020-01-01",5,"United States","Pennsylvania","Games and Toys"
1822028,"2019-12-27","2020-01-01",9,"United Kingdom","Falkirk","Music, Movies and Audio Books"
1822028,"2019-12-27","2020-01-01",5,"United Kingdom","Falkirk","Music, Movies and Audio Books"
1822030,"2019-12-27","2019-12-31",5,"United States","California","Audio"
1822030,"2019-12-27","2019-12-31",1,"United States","California","Audio"
1822030,"2019-12-27","2019-12-31",4,"United States","California","Cell phones"
1822030,"2019-12-27","2019-12-31",3,"United States","California","Cameras and camcorders"
1822033,"2019-12-27","2020-01-01",2,"United States","Georgia","Games and Toys"
1822033,"2019-12-27","2020-01-01",2,"United States","Georgia","Audio"
1822035,"2019-12-27","2020-01-05",8,"United States","Florida","TV and Video"
1822035,"2019-12-27","2020-01-05",10,"United States","Florida","Cameras and camcorders"
1822037,"2019-12-27","2020-01-06",2,"United States","Missouri","Games and Toys"
1822038,"2019-12-27","2020-01-02",4,"United States","Oregon","Home Appliances"
1822038,"2019-12-27","2020-01-02",2,"United States","Oregon","Home Appliances"
1822042,"2019-12-27","2020-01-01",2,"United States","Massachusetts","Games and Toys"
1822042,"2019-12-27","2020-01-01",2,"United States","Massachusetts","Games and Toys"
1822042,"2019-12-27","2020-01-01",1,"United States","Massachusetts","Computers"
1822042,"2019-12-27","2020-01-01",3,"United States","Massachusetts","Cell phones"
1822049,"2019-12-27","2020-01-01",1,"United States","Ohio","Cell phones"
1822049,"2019-12-27","2020-01-01",9,"United States","Ohio","Games and Toys"
1822049,"2019-12-27","2020-01-01",1,"United States","Ohio","Computers"
1822052,"2019-12-27","2020-01-01",1,"United States","Nevada","TV and Video"
1822056,"2019-12-27","2019-12-31",6,"Canada","Quebec","Audio"
1822056,"2019-12-27","2019-12-31",1,"Canada","Quebec","Cell phones"
1822056,"2019-12-27","2019-12-31",9,"Canada","Quebec","Audio"
1822056,"2019-12-27","2019-12-31",2,"Canada","Quebec","Audio"
1822059,"2019-12-27","2019-12-31",1,"United States","North Carolina","Music, Movies and Audio Books"
1822059,"2019-12-27","2019-12-31",3,"United States","North Carolina","Cell phones"
1823001,"2019-12-28","2020-01-01",4,"United States","Missouri","TV and Video"
1823001,"2019-12-28","2020-01-01",2,"United States","Missouri","Computers"
1823001,"2019-12-28","2020-01-01",3,"United States","Missouri","Music, Movies and Audio Books"
1823010,"2019-12-28","2020-01-04",5,"United States","Maryland","Computers"
1823021,"2019-12-28","2020-01-04",2,"United States","New York","Cell phones"
1823021,"2019-12-28","2020-01-04",10,"United States","New York","Cell phones"
1823021,"2019-12-28","2020-01-04",1,"United States","New York","Games and Toys"
1823021,"2019-12-28","2020-01-04",2,"United States","New York","Computers"
1823024,"2019-12-28","2019-12-30",6,"United States","Florida","Games and Toys"
1823027,"2019-12-28","2019-12-31",9,"United States","Arizona","Computers"
1823027,"2019-12-28","2019-12-31",2,"United States","Arizona","Cell phones"
1823027,"2019-12-28","2019-12-31",4,"United States","Arizona","Cell phones"
1823034,"2019-12-28","2019-12-30",1,"United States","Delaware","Games and Toys"
1823034,"2019-12-28","2019-12-30",2,"United States","Delaware","Computers"
1823046,"2019-12-28","2020-01-01",3,"France","Corse","Cell phones"
1823046,"2019-12-28","2020-01-01",1,"France","Corse","Computers"
1823047,"2019-12-28","2020-01-02",3,"Germany","Sachsen-Anhalt","Computers"
1823047,"2019-12-28","2020-01-02",4,"Germany","Sachsen-Anhalt","Games and Toys"
1823052,"2019-12-28","2020-01-02",1,"Australia","Victoria","Computers"
1823052,"2019-12-28","2020-01-02",2,"Australia","Victoria","Computers"
1823052,"2019-12-28","2020-01-02",1,"Australia","Victoria","Audio"
1823052,"2019-12-28","2020-01-02",7,"Australia","Victoria","Home Appliances"
1823056,"2019-12-28","2020-01-01",1,"United States","Rhode Island","Cameras and camcorders"
1823061,"2019-12-28","2020-01-01",10,"United States","Texas","Cameras and camcorders"
1823061,"2019-12-28","2020-01-01",4,"United States","Texas","Cameras and camcorders"
1823067,"2019-12-28","2020-01-02",6,"France","Île-de-France","Audio"
1823067,"2019-12-28","2020-01-02",2,"France","Île-de-France","Computers"
1823067,"2019-12-28","2020-01-02",2,"France","Île-de-France","Computers"
1823073,"2019-12-28","2019-12-30",9,"Italy","Rimini","Cameras and camcorders"
1823075,"2019-12-28","2020-01-05",1,"United States","Texas","Computers"
1823076,"2019-12-28","2020-01-02",2,"Canada","Saskatchewan","Games and Toys"
1823076,"2019-12-28","2020-01-02",1,"Canada","Saskatchewan","Audio"
1823079,"2019-12-28","2020-01-02",1,"United States","Indiana","Computers"
1823079,"2019-12-28","2020-01-02",4,"United States","Indiana","Cell phones"
1823079,"2019-12-28","2020-01-02",2,"United States","Indiana","Music, Movies and Audio Books"
1823081,"2019-12-28","2020-01-01",3,"Germany","Niedersachsen","Computers"
1823081,"2019-12-28","2020-01-01",4,"Germany","Niedersachsen","Cameras and camcorders"
1823081,"2019-12-28","2020-01-01",4,"Germany","Niedersachsen","Cameras and camcorders"
1823081,"2019-12-28","2020-01-01",1,"Germany","Niedersachsen","Cell phones"
1823082,"2019-12-28","2020-01-02",2,"United States","Alaska","Games and Toys"
1823094,"2019-12-28","2020-01-01",2,"Italy","Vicenza","Music, Movies and Audio Books"
1823094,"2019-12-28","2020-01-01",2,"Italy","Vicenza","Games and Toys"
1823103,"2019-12-28","2019-12-31",2,"United States","North Carolina","Computers"
1824000,"2019-12-29","2020-01-01",1,"United States","South Carolina","Music, Movies and Audio Books"
1824000,"2019-12-29","2020-01-01",1,"United States","South Carolina","Music, Movies and Audio Books"
1824004,"2019-12-29","2020-01-04",1,"Germany","Hessen","Computers"
1824008,"2019-12-29","2020-01-04",2,"United States","California","Music, Movies and Audio Books"
1824008,"2019-12-29","2020-01-04",3,"United States","California","Games and Toys"
1824008,"2019-12-29","2020-01-04",6,"United States","California","Cell phones"
1825006,"2019-12-30","2020-01-01",1,"Germany","Nordrhein-Westfalen","Cell phones"
1825007,"2019-12-30","2020-01-02",1,"Germany","Freistaat Bayern","Computers"
1825007,"2019-12-30","2020-01-02",1,"Germany","Freistaat Bayern","Computers"
1825007,"2019-12-30","2020-01-02",1,"Germany","Freistaat Bayern","Games and Toys"
1825007,"2019-12-30","2020-01-02",6,"Germany","Freistaat Bayern","Cell phones"
1825010,"2019-12-30","2020-01-03",4,"France","Pays de la Loire","Cell phones"
1825014,"2019-12-30","2020-01-03",1,"United States","Tennessee","Home Appliances"
1825014,"2019-12-30","2020-01-03",1,"United States","Tennessee","Games and Toys"
1825014,"2019-12-30","2020-01-03",1,"United States","Tennessee","Music, Movies and Audio Books"
1825014,"2019-12-30","2020-01-03",6,"United States","Tennessee","Computers"
1825018,"2019-12-30","2020-01-03",2,"France","Rhône-Alpes","Cameras and camcorders"
1825018,"2019-12-30","2020-01-03",6,"France","Rhône-Alpes","Computers"
1825021,"2019-12-30","2020-01-01",4,"Netherlands","Overijssel","Audio"
1825021,"2019-12-30","2020-01-01",1,"Netherlands","Overijssel","Audio"
1825026,"2019-12-30","2020-01-02",3,"United States","North Carolina","Audio"
1825026,"2019-12-30","2020-01-02",4,"United States","North Carolina","Music, Movies and Audio Books"
1825026,"2019-12-30","2020-01-02",1,"United States","North Carolina","Music, Movies and Audio Books"
1825034,"2019-12-30","2020-01-05",1,"United States","Texas","Audio"
1825036,"2019-12-30","2020-01-04",2,"United States","Florida","TV and Video"
1825036,"2019-12-30","2020-01-04",1,"United States","Florida","Computers"
1825036,"2019-12-30","2020-01-04",4,"United States","Florida","Cell phones"
1825040,"2019-12-30","2020-01-06",7,"United Kingdom","North Kesteven","Games and Toys"
1825040,"2019-12-30","2020-01-06",2,"United Kingdom","North Kesteven","Audio"
1825040,"2019-12-30","2020-01-06",3,"United Kingdom","North Kesteven","Games and Toys"
1825041,"2019-12-30","2020-01-04",2,"United States","New York","Computers"
1825041,"2019-12-30","2020-01-04",2,"United States","New York","Games and Toys"
1825046,"2019-12-30","2020-01-05",8,"United States","California","Cell phones"
1825046,"2019-12-30","2020-01-05",2,"United States","California","Audio"
1825046,"2019-12-30","2020-01-05",8,"United States","California","Music, Movies and Audio Books"
1825049,"2019-12-30","2020-01-02",4,"United States","Texas","Audio"
1825049,"2019-12-30","2020-01-02",8,"United States","Texas","Home Appliances"
1826009,"2019-12-31","2020-01-05",9,"United States","Vermont","Games and Toys"
1826012,"2019-12-31","2020-01-04",8,"United States","Idaho","Music, Movies and Audio Books"
1826012,"2019-12-31","2020-01-04",8,"United States","Idaho","Cell phones"
1826015,"2019-12-31","2020-01-06",8,"Canada","Alberta","TV and Video"
1826018,"2019-12-31","2020-01-02",1,"United States","Indiana","Cameras and camcorders"
1826019,"2019-12-31","2020-01-02",4,"United States","Oklahoma","Games and Toys"
1826019,"2019-12-31","2020-01-02",8,"United States","Oklahoma","Cell phones"
1826025,"2019-12-31","2020-01-03",3,"United States","Arkansas","Home Appliances"
1826026,"2019-12-31","2020-01-01",1,"United States","Ohio","Cell phones"
1826026,"2019-12-31","2020-01-01",1,"United States","Ohio","Computers"
1826028,"2019-12-31","2020-01-06",2,"Germany","Mecklenburg-Vorpommern","Computers"
1826028,"2019-12-31","2020-01-06",2,"Germany","Mecklenburg-Vorpommern","Cell phones"
1826028,"2019-12-31","2020-01-06",1,"Germany","Mecklenburg-Vorpommern","Cameras and camcorders"
1826028,"2019-12-31","2020-01-06",1,"Germany","Mecklenburg-Vorpommern","Cell phones"
1826028,"2019-12-31","2020-01-06",6,"Germany","Mecklenburg-Vorpommern","Cell phones"
1826028,"2019-12-31","2020-01-06",3,"Germany","Mecklenburg-Vorpommern","Cell phones"
1826028,"2019-12-31","2020-01-06",3,"Germany","Mecklenburg-Vorpommern","Music, Movies and Audio Books"
1826030,"2019-12-31","2020-01-05",10,"United States","Florida","Music, Movies and Audio Books"
1826032,"2019-12-31","2020-01-03",3,"United States","Nevada","Games and Toys"
1826033,"2019-12-31","2020-01-02",2,"Italy","Pescara","Cell phones"
1826039,"2019-12-31","2020-01-05",4,"United States","Louisiana","Games and Toys"
1826039,"2019-12-31","2020-01-05",2,"United States","Louisiana","Cell phones"
1826047,"2019-12-31","2020-01-05",3,"Italy","Genova","Cameras and camcorders"
1826047,"2019-12-31","2020-01-05",3,"Italy","Genova","Audio"
1826047,"2019-12-31","2020-01-05",2,"Italy","Genova","Cell phones"
1826047,"2019-12-31","2020-01-05",3,"Italy","Genova","TV and Video"
1826049,"2019-12-31","2020-01-05",2,"United States","Texas","Games and Toys"
1826049,"2019-12-31","2020-01-05",3,"United States","Texas","Computers"
1826049,"2019-12-31","2020-01-05",7,"United States","Texas","Games and Toys"
1826057,"2019-12-31","2020-01-03",8,"United States","Georgia","Computers"
1826057,"2019-12-31","2020-01-03",2,"United States","Georgia","Audio"
1827013,"2020-01-01","2020-01-10",10,"United States","Virginia","Cameras and camcorders"
1827013,"2020-01-01","2020-01-10",3,"United States","Virginia","Audio"
1827014,"2020-01-01","2020-01-05",3,"United States","Virginia","Music, Movies and Audio Books"
1827014,"2020-01-01","2020-01-05",2,"United States","Virginia","Games and Toys"
1827017,"2020-01-01","2020-01-05",3,"United States","South Carolina","Audio"
1827017,"2020-01-01","2020-01-05",5,"United States","South Carolina","Cameras and camcorders"
1827017,"2020-01-01","2020-01-05",6,"United States","South Carolina","Games and Toys"
1827017,"2020-01-01","2020-01-05",3,"United States","South Carolina","Games and Toys"
1827020,"2020-01-01","2020-01-04",7,"United States","California","Computers"
1827020,"2020-01-01","2020-01-04",5,"United States","California","Audio"
1827022,"2020-01-01","2020-01-06",2,"Germany","Freistaat Bayern","Computers"
1827036,"2020-01-01","2020-01-05",3,"Germany","Brandenburg","Audio"
1827039,"2020-01-01","2020-01-05",9,"United Kingdom","Cheshire West and Chester","Games and Toys"
1827039,"2020-01-01","2020-01-05",1,"United Kingdom","Cheshire West and Chester","Computers"
1827039,"2020-01-01","2020-01-05",1,"United Kingdom","Cheshire West and Chester","Music, Movies and Audio Books"
1827039,"2020-01-01","2020-01-05",8,"United Kingdom","Cheshire West and Chester","Games and Toys"
1827049,"2020-01-01","2020-01-03",7,"United States","New Jersey","Cell phones"
1827059,"2020-01-01","2020-01-04",7,"United States","California","Cell phones"
1827067,"2020-01-01","2020-01-03",1,"United States","California","Cell phones"
1827067,"2020-01-01","2020-01-03",1,"United States","California","Music, Movies and Audio Books"
1827067,"2020-01-01","2020-01-03",1,"United States","California","Home Appliances"
1827067,"2020-01-01","2020-01-03",1,"United States","California","Cell phones"
1827069,"2020-01-01","2020-01-07",1,"Germany","Freistaat Bayern","Music, Movies and Audio Books"
1827069,"2020-01-01","2020-01-07",8,"Germany","Freistaat Bayern","Cell phones"
1827071,"2020-01-01","2020-01-05",2,"United States","Illinois","Home Appliances"
1827071,"2020-01-01","2020-01-05",6,"United States","Illinois","Cell phones"
1827071,"2020-01-01","2020-01-05",1,"United States","Illinois","Music, Movies and Audio Books"
1827082,"2020-01-01","2020-01-02",4,"Netherlands","Zuid-Holland","Cameras and camcorders"
1828012,"2020-01-02","2020-01-05",1,"United States","Minnesota","Music, Movies and Audio Books"
1828014,"2020-01-02","2020-01-06",2,"Italy","Catanzaro","TV and Video"
1828014,"2020-01-02","2020-01-06",3,"Italy","Catanzaro","Cell phones"
1828014,"2020-01-02","2020-01-06",7,"Italy","Catanzaro","Computers"
1828014,"2020-01-02","2020-01-06",2,"Italy","Catanzaro","Cell phones"
1828014,"2020-01-02","2020-01-06",2,"Italy","Catanzaro","Audio"
1828016,"2020-01-02","2020-01-06",2,"United States","California","Cell phones"
1828016,"2020-01-02","2020-01-06",4,"United States","California","Cameras and camcorders"
1828016,"2020-01-02","2020-01-06",2,"United States","California","Audio"
1828022,"2020-01-02","2020-01-06",8,"Canada","British Columbia","Music, Movies and Audio Books"
1828022,"2020-01-02","2020-01-06",7,"Canada","British Columbia","Music, Movies and Audio Books"
1828023,"2020-01-02","2020-01-07",3,"Australia","Victoria","Cell phones"
1828025,"2020-01-02","2020-01-03",1,"United States","New Jersey","Cameras and camcorders"
1828025,"2020-01-02","2020-01-03",3,"United States","New Jersey","Cell phones"
1828027,"2020-01-02","2020-01-05",1,"United States","Indiana","Computers"
1828027,"2020-01-02","2020-01-05",1,"United States","Indiana","Games and Toys"
1828031,"2020-01-02","2020-01-05",2,"France","Île-de-France","Computers"
1828041,"2020-01-02","2020-01-08",3,"Germany","Berlin","Music, Movies and Audio Books"
1828041,"2020-01-02","2020-01-08",1,"Germany","Berlin","Computers"
1828041,"2020-01-02","2020-01-08",2,"Germany","Berlin","Computers"
1828042,"2020-01-02","2020-01-05",2,"United Kingdom","Suffolk","Music, Movies and Audio Books"
1828042,"2020-01-02","2020-01-05",2,"United Kingdom","Suffolk","Games and Toys"
1828042,"2020-01-02","2020-01-05",3,"United Kingdom","Suffolk","Computers"
1828043,"2020-01-02","2020-01-04",1,"Germany","Freistaat Bayern","Games and Toys"
1828043,"2020-01-02","2020-01-04",2,"Germany","Freistaat Bayern","Audio"
1828044,"2020-01-02","2020-01-06",7,"Germany","Schleswig-Holstein","Music, Movies and Audio Books"
1828044,"2020-01-02","2020-01-06",3,"Germany","Schleswig-Holstein","Home Appliances"
1828044,"2020-01-02","2020-01-06",10,"Germany","Schleswig-Holstein","Games and Toys"
1828044,"2020-01-02","2020-01-06",3,"Germany","Schleswig-Holstein","Cell phones"
1828046,"2020-01-02","2020-01-06",1,"Canada","Northwest Territories","Cell phones"
1828051,"2020-01-02","2020-01-05",3,"United States","Pennsylvania","Computers"
1828057,"2020-01-02","2020-01-06",8,"United States","California","Games and Toys"
1828057,"2020-01-02","2020-01-06",1,"United States","California","Games and Toys"
1828057,"2020-01-02","2020-01-06",2,"United States","California","Music, Movies and Audio Books"
1828061,"2020-01-02","2020-01-08",6,"United Kingdom","Argyllshire","Computers"
1828061,"2020-01-02","2020-01-08",2,"United Kingdom","Argyllshire","Music, Movies and Audio Books"
1828064,"2020-01-02","2020-01-06",4,"United States","Wisconsin","Cell phones"
1828064,"2020-01-02","2020-01-06",1,"United States","Wisconsin","Audio"
1828064,"2020-01-02","2020-01-06",2,"United States","Wisconsin","Music, Movies and Audio Books"
1828067,"2020-01-02","2020-01-07",2,"United States","South Dakota","Computers"
1828067,"2020-01-02","2020-01-07",5,"United States","South Dakota","Games and Toys"
1828067,"2020-01-02","2020-01-07",7,"United States","South Dakota","Audio"
1828067,"2020-01-02","2020-01-07",7,"United States","South Dakota","Cameras and camcorders"
1828067,"2020-01-02","2020-01-07",3,"United States","South Dakota","Audio"
1828068,"2020-01-02","2020-01-05",3,"United States","Washington","Games and Toys"
1828078,"2020-01-02","2020-01-06",6,"United Kingdom","Norfolk","Music, Movies and Audio Books"
1828078,"2020-01-02","2020-01-06",2,"United Kingdom","Norfolk","Music, Movies and Audio Books"
1828078,"2020-01-02","2020-01-06",3,"United Kingdom","Norfolk","Music, Movies and Audio Books"
1828078,"2020-01-02","2020-01-06",6,"United Kingdom","Norfolk","TV and Video"
1828080,"2020-01-02","2020-01-04",2,"United States","North Dakota","Music, Movies and Audio Books"
1828080,"2020-01-02","2020-01-04",1,"United States","North Dakota","Music, Movies and Audio Books"
1828080,"2020-01-02","2020-01-04",2,"United States","North Dakota","TV and Video"
1828080,"2020-01-02","2020-01-04",1,"United States","North Dakota","Music, Movies and Audio Books"
1828082,"2020-01-02","2020-01-03",4,"United States","Kansas","Home Appliances"
1828082,"2020-01-02","2020-01-03",3,"United States","Kansas","Music, Movies and Audio Books"
1828082,"2020-01-02","2020-01-03",2,"United States","Kansas","TV and Video"
1828082,"2020-01-02","2020-01-03",1,"United States","Kansas","Home Appliances"
1829010,"2020-01-03","2020-01-08",3,"United States","Virginia","Computers"
1829011,"2020-01-03","2020-01-06",1,"Italy","Bari","Games and Toys"
1829011,"2020-01-03","2020-01-06",4,"Italy","Bari","Cell phones"
1829011,"2020-01-03","2020-01-06",1,"Italy","Bari","Audio"
1829014,"2020-01-03","2020-01-09",6,"Australia","Western Australia","Music, Movies and Audio Books"
1829025,"2020-01-03","2020-01-06",6,"United States","Florida","Music, Movies and Audio Books"
1829025,"2020-01-03","2020-01-06",1,"United States","Florida","Cameras and camcorders"
1829025,"2020-01-03","2020-01-06",3,"United States","Florida","Home Appliances"
1829025,"2020-01-03","2020-01-06",4,"United States","Florida","Cell phones"
1829025,"2020-01-03","2020-01-06",1,"United States","Florida","Home Appliances"
1829028,"2020-01-03","2020-01-09",2,"Italy","Salerno","Computers"
1829028,"2020-01-03","2020-01-09",5,"Italy","Salerno","Cell phones"
1829036,"2020-01-03","2020-01-08",2,"United States","Wisconsin","Computers"
1829036,"2020-01-03","2020-01-08",2,"United States","Wisconsin","Cell phones"
1829042,"2020-01-03","2020-01-09",3,"Germany","Hessen","Audio"
1829042,"2020-01-03","2020-01-09",1,"Germany","Hessen","TV and Video"
1830002,"2020-01-04","2020-01-08",1,"Australia","Western Australia","Computers"
1830002,"2020-01-04","2020-01-08",1,"Australia","Western Australia","Computers"
1830002,"2020-01-04","2020-01-08",3,"Australia","Western Australia","Games and Toys"
1830002,"2020-01-04","2020-01-08",4,"Australia","Western Australia","Games and Toys"
1830002,"2020-01-04","2020-01-08",1,"Australia","Western Australia","Cameras and camcorders"
1830005,"2020-01-04","2020-01-07",3,"United States","Pennsylvania","TV and Video"
1830008,"2020-01-04","2020-01-17",3,"United States","New York","Cell phones"
1830013,"2020-01-04","2020-01-09",1,"Canada","British Columbia","Music, Movies and Audio Books"
1830013,"2020-01-04","2020-01-09",2,"Canada","British Columbia","Computers"
1830019,"2020-01-04","2020-01-07",3,"United States","Florida","Audio"
1830019,"2020-01-04","2020-01-07",5,"United States","Florida","Computers"
1830034,"2020-01-04","2020-01-06",1,"United States","Washington","Music, Movies and Audio Books"
1830034,"2020-01-04","2020-01-06",5,"United States","Washington","Games and Toys"
1830038,"2020-01-04","2020-01-09",1,"Germany","Schleswig-Holstein","Audio"
1830038,"2020-01-04","2020-01-09",2,"Germany","Schleswig-Holstein","Cell phones"
1830038,"2020-01-04","2020-01-09",1,"Germany","Schleswig-Holstein","Computers"
1830038,"2020-01-04","2020-01-09",2,"Germany","Schleswig-Holstein","Audio"
1830040,"2020-01-04","2020-01-10",2,"United States","Texas","Audio"
1830040,"2020-01-04","2020-01-10",2,"United States","Texas","Cameras and camcorders"
1830040,"2020-01-04","2020-01-10",2,"United States","Texas","Computers"
1830042,"2020-01-04","2020-01-08",5,"United States","New Hampshire","Cameras and camcorders"
1830042,"2020-01-04","2020-01-08",1,"United States","New Hampshire","Cell phones"
1830042,"2020-01-04","2020-01-08",6,"United States","New Hampshire","Cell phones"
1830043,"2020-01-04","2020-01-07",1,"United States","Louisiana","Music, Movies and Audio Books"
1830045,"2020-01-04","2020-01-06",2,"United States","California","Cameras and camcorders"
1830045,"2020-01-04","2020-01-06",1,"United States","California","Cell phones"
1830048,"2020-01-04","2020-01-09",5,"Germany","Brandenburg","Home Appliances"
1830050,"2020-01-04","2020-01-08",2,"United States","North Carolina","Computers"
1830051,"2020-01-04","2020-01-11",3,"Canada","Manitoba","Audio"
1830051,"2020-01-04","2020-01-11",2,"Canada","Manitoba","Computers"
1830051,"2020-01-04","2020-01-11",1,"Canada","Manitoba","Computers"
1830063,"2020-01-04","2020-01-11",2,"United States","Massachusetts","Cameras and camcorders"
1830063,"2020-01-04","2020-01-11",1,"United States","Massachusetts","Computers"
1830072,"2020-01-04","2020-01-07",1,"United States","Pennsylvania","TV and Video"
1830076,"2020-01-04","2020-01-09",2,"Italy","Avellino","Cell phones"
1830076,"2020-01-04","2020-01-09",1,"Italy","Avellino","Computers"
1830079,"2020-01-04","2020-01-08",4,"United States","North Carolina","TV and Video"
1830079,"2020-01-04","2020-01-08",3,"United States","North Carolina","Audio"
1830080,"2020-01-04","2020-01-07",2,"United States","Virginia","Computers"
1830080,"2020-01-04","2020-01-07",3,"United States","Virginia","Audio"
1830080,"2020-01-04","2020-01-07",2,"United States","Virginia","Cameras and camcorders"
1830082,"2020-01-04","2020-01-10",2,"United States","Missouri","Audio"
1830086,"2020-01-04","2020-01-08",1,"United Kingdom","County Durham","Computers"
1830086,"2020-01-04","2020-01-08",2,"United Kingdom","County Durham","Games and Toys"
1830086,"2020-01-04","2020-01-08",2,"United Kingdom","County Durham","Games and Toys"
1830086,"2020-01-04","2020-01-08",3,"United Kingdom","County Durham","Cell phones"
1831000,"2020-01-05","2020-01-09",2,"United States","Pennsylvania","TV and Video"
1832000,"2020-01-06","2020-01-09",8,"United Kingdom","Lincoln","Computers"
1832000,"2020-01-06","2020-01-09",3,"United Kingdom","Lincoln","Computers"
1832000,"2020-01-06","2020-01-09",4,"United Kingdom","Lincoln","TV and Video"
1832000,"2020-01-06","2020-01-09",1,"United Kingdom","Lincoln","Home Appliances"
1832003,"2020-01-06","2020-01-10",1,"France","Rhône-Alpes","Music, Movies and Audio Books"
1832003,"2020-01-06","2020-01-10",3,"France","Rhône-Alpes","Music, Movies and Audio Books"
1832003,"2020-01-06","2020-01-10",5,"France","Rhône-Alpes","Computers"
1832009,"2020-01-06","2020-01-09",1,"Germany","Freistaat Bayern","Music, Movies and Audio Books"
1832009,"2020-01-06","2020-01-09",1,"Germany","Freistaat Bayern","Games and Toys"
1832009,"2020-01-06","2020-01-09",1,"Germany","Freistaat Bayern","Music, Movies and Audio Books"
1832009,"2020-01-06","2020-01-09",4,"Germany","Freistaat Bayern","Games and Toys"
1832009,"2020-01-06","2020-01-09",4,"Germany","Freistaat Bayern","TV and Video"
1832009,"2020-01-06","2020-01-09",1,"Germany","Freistaat Bayern","Cameras and camcorders"
1832013,"2020-01-06","2020-01-09",1,"Canada","Alberta","Computers"
1832013,"2020-01-06","2020-01-09",3,"Canada","Alberta","Computers"
1832013,"2020-01-06","2020-01-09",3,"Canada","Alberta","Computers"
1832013,"2020-01-06","2020-01-09",1,"Canada","Alberta","Computers"
1832019,"2020-01-06","2020-01-10",5,"United States","Virginia","Music, Movies and Audio Books"
1832019,"2020-01-06","2020-01-10",1,"United States","Virginia","Cameras and camcorders"
1832019,"2020-01-06","2020-01-10",1,"United States","Virginia","Computers"
1832022,"2020-01-06","2020-01-09",1,"United Kingdom","Cornwall","Games and Toys"
1832026,"2020-01-06","2020-01-09",2,"United States","Georgia","Cameras and camcorders"
1832034,"2020-01-06","2020-01-09",1,"United States","Louisiana","Cell phones"
1832034,"2020-01-06","2020-01-09",3,"United States","Louisiana","Cameras and camcorders"
1832034,"2020-01-06","2020-01-09",5,"United States","Louisiana","Cameras and camcorders"
1833002,"2020-01-07","2020-01-09",1,"United Kingdom","Stratford-on-Avon","Cameras and camcorders"
1833002,"2020-01-07","2020-01-09",3,"United Kingdom","Stratford-on-Avon","Music, Movies and Audio Books"
1833002,"2020-01-07","2020-01-09",3,"United Kingdom","Stratford-on-Avon","Cameras and camcorders"
1833008,"2020-01-07","2020-01-10",3,"United States","California","Cell phones"
1833017,"2020-01-07","2020-01-11",2,"Germany","Hamburg","Games and Toys"
1833017,"2020-01-07","2020-01-11",2,"Germany","Hamburg","Home Appliances"
1833030,"2020-01-07","2020-01-09",3,"United States","Maryland","Cell phones"
1833037,"2020-01-07","2020-01-08",1,"Canada","Alberta","Music, Movies and Audio Books"
1833037,"2020-01-07","2020-01-08",4,"Canada","Alberta","Music, Movies and Audio Books"
1834004,"2020-01-08","2020-01-15",4,"Canada","Ontario","Games and Toys"
1834004,"2020-01-08","2020-01-15",1,"Canada","Ontario","Games and Toys"
1834004,"2020-01-08","2020-01-15",5,"Canada","Ontario","Home Appliances"
1834004,"2020-01-08","2020-01-15",2,"Canada","Ontario","TV and Video"
1834004,"2020-01-08","2020-01-15",2,"Canada","Ontario","Cameras and camcorders"
1834009,"2020-01-08","2020-01-14",2,"Australia","South Australia","Games and Toys"
1834011,"2020-01-08","2020-01-10",1,"United States","Nevada","Home Appliances"
1834013,"2020-01-08","2020-01-12",2,"Germany","Baden-Württemberg","Cell phones"
1834013,"2020-01-08","2020-01-12",2,"Germany","Baden-Württemberg","Cell phones"
1834020,"2020-01-08","2020-01-11",3,"United States","Pennsylvania","Cell phones"
1834020,"2020-01-08","2020-01-11",2,"United States","Pennsylvania","Audio"
1834022,"2020-01-08","2020-01-14",4,"Netherlands","Groningen","Music, Movies and Audio Books"
1834046,"2020-01-08","2020-01-09",1,"United States","Wisconsin","Audio"
1834047,"2020-01-08","2020-01-10",1,"Canada","Ontario","Computers"
1834048,"2020-01-08","2020-01-18",3,"Italy","Salerno","Music, Movies and Audio Books"
1834048,"2020-01-08","2020-01-18",2,"Italy","Salerno","Games and Toys"
1834051,"2020-01-08","2020-01-13",2,"United States","Michigan","Music, Movies and Audio Books"
1834051,"2020-01-08","2020-01-13",1,"United States","Michigan","Music, Movies and Audio Books"
1835003,"2020-01-09","2020-01-19",1,"United States","Maine","Cell phones"
1835003,"2020-01-09","2020-01-19",5,"United States","Maine","Cameras and camcorders"
1835003,"2020-01-09","2020-01-19",2,"United States","Maine","Audio"
1835019,"2020-01-09","2020-01-11",1,"United States","Michigan","Music, Movies and Audio Books"
1835023,"2020-01-09","2020-01-12",2,"Canada","Ontario","Music, Movies and Audio Books"
1835030,"2020-01-09","2020-01-14",3,"United States","Minnesota","Cell phones"
